party_prediction,county_fips,county_name,state_fips,state_code
R,036101,STEUBEN COUNTY,036000,NY
D,036103,SUFFOLK COUNTY,036000,NY
D,036105,SULLIVAN COUNTY,036000,NY
R,036107,TIOGA COUNTY,036000,NY
D,036109,TOMPKINS COUNTY,036000,NY
D,036111,ULSTER COUNTY,036000,NY
R,036113,WARREN COUNTY,036000,NY
D,036115,WASHINGTON COUNTY,036000,NY
R,036117,WAYNE COUNTY,036000,NY
D,036119,WESTCHESTER COUNTY,036000,NY
R,036121,WYOMING COUNTY,036000,NY
R,036123,YATES COUNTY,036000,NY
R,037001,ALAMANCE COUNTY,037000,NC
R,037003,ALEXANDER COUNTY,037000,NC
R,037005,ALLEGHANY COUNTY,037000,NC
R,037007,ANSON COUNTY,037000,NC
R,037009,ASHE COUNTY,037000,NC
R,037011,AVERY COUNTY,037000,NC
R,037013,BEAUFORT COUNTY,037000,NC
D,037015,BERTIE COUNTY,037000,NC
D,037017,BLADEN COUNTY,037000,NC
R,037019,BRUNSWICK COUNTY,037000,NC
D,037021,BUNCOMBE COUNTY,037000,NC
R,037023,BURKE COUNTY,037000,NC
R,037025,CABARRUS COUNTY,037000,NC
R,037027,CALDWELL COUNTY,037000,NC
R,037029,CAMDEN COUNTY,037000,NC
R,037031,CARTERET COUNTY,037000,NC
R,037033,CASWELL COUNTY,037000,NC
R,037035,CATAWBA COUNTY,037000,NC
D,037037,CHATHAM COUNTY,037000,NC
R,037039,CHEROKEE COUNTY,037000,NC
R,037041,CHOWAN COUNTY,037000,NC
R,037043,CLAY COUNTY,037000,NC
R,037045,CLEVELAND COUNTY,037000,NC
D,037047,COLUMBUS COUNTY,037000,NC
R,037049,CRAVEN COUNTY,037000,NC
D,037051,CUMBERLAND COUNTY,037000,NC
R,037053,CURRITUCK COUNTY,037000,NC
R,037055,DARE COUNTY,037000,NC
R,037057,DAVIDSON COUNTY,037000,NC
R,037059,DAVIE COUNTY,037000,NC
R,037061,DUPLIN COUNTY,037000,NC
D,037063,DURHAM COUNTY,037000,NC
D,037065,EDGECOMBE COUNTY,037000,NC
D,037067,FORSYTH COUNTY,037000,NC
R,037069,FRANKLIN COUNTY,037000,NC
R,037071,GASTON COUNTY,037000,NC
D,037073,GATES COUNTY,037000,NC
R,037075,GRAHAM COUNTY,037000,NC
D,037077,GRANVILLE COUNTY,037000,NC
R,037079,GREENE COUNTY,037000,NC
D,037081,GUILFORD COUNTY,037000,NC
R,037083,HALIFAX COUNTY,037000,NC
R,037085,HARNETT COUNTY,037000,NC
R,037087,HAYWOOD COUNTY,037000,NC
R,037089,HENDERSON COUNTY,037000,NC
D,037091,HERTFORD COUNTY,037000,NC
D,037093,HOKE COUNTY,037000,NC
R,037095,HYDE COUNTY,037000,NC
R,037097,IREDELL COUNTY,037000,NC
R,037099,JACKSON COUNTY,037000,NC
R,037101,JOHNSTON COUNTY,037000,NC
R,037103,JONES COUNTY,037000,NC
R,037105,LEE COUNTY,037000,NC
R,037107,LENOIR COUNTY,037000,NC
R,037109,LINCOLN COUNTY,037000,NC
R,037111,MCDOWELL COUNTY,037000,NC
R,037113,MACON COUNTY,037000,NC
R,037115,MADISON COUNTY,037000,NC
D,037117,MARTIN COUNTY,037000,NC
D,037119,MECKLENBURG COUNTY,037000,NC
R,037121,MITCHELL COUNTY,037000,NC
R,037123,MONTGOMERY COUNTY,037000,NC
R,037125,MOORE COUNTY,037000,NC
D,037127,NASH COUNTY,037000,NC
R,037129,NEW HANOVER COUNTY,037000,NC
D,037131,NORTHAMPTON COUNTY,037000,NC
R,037133,ONSLOW COUNTY,037000,NC
D,037135,ORANGE COUNTY,037000,NC
R,037137,PAMLICO COUNTY,037000,NC
D,037139,PASQUOTANK COUNTY,037000,NC
R,037141,PENDER COUNTY,037000,NC
R,037143,PERQUIMANS COUNTY,037000,NC
R,037145,PERSON COUNTY,037000,NC
R,037147,PITT COUNTY,037000,NC
R,037149,POLK COUNTY,037000,NC
R,037151,RANDOLPH COUNTY,037000,NC
D,037153,RICHMOND COUNTY,037000,NC
D,037155,ROBESON COUNTY,037000,NC
R,037157,ROCKINGHAM COUNTY,037000,NC
R,037159,ROWAN COUNTY,037000,NC
R,037161,RUTHERFORD COUNTY,037000,NC
R,037163,SAMPSON COUNTY,037000,NC
D,037165,SCOTLAND COUNTY,037000,NC
R,037167,STANLY COUNTY,037000,NC
R,037169,STOKES COUNTY,037000,NC
R,037171,SURRY COUNTY,037000,NC
R,037173,SWAIN COUNTY,037000,NC
R,037175,TRANSYLVANIA COUNTY,037000,NC
R,037177,TYRRELL COUNTY,037000,NC
R,037179,UNION COUNTY,037000,NC
R,037181,VANCE COUNTY,037000,NC
D,037183,WAKE COUNTY,037000,NC
D,037185,WARREN COUNTY,037000,NC
D,037187,WASHINGTON COUNTY,037000,NC
D,037189,WATAUGA COUNTY,037000,NC
R,037191,WAYNE COUNTY,037000,NC
R,037193,WILKES COUNTY,037000,NC
R,037195,WILSON COUNTY,037000,NC
R,037197,YADKIN COUNTY,037000,NC
R,037199,YANCEY COUNTY,037000,NC
R,038001,ADAMS COUNTY,038000,ND
R,038003,BARNES COUNTY,038000,ND
D,038005,BENSON COUNTY,038000,ND
R,038007,BILLINGS COUNTY,038000,ND
R,038009,BOTTINEAU COUNTY,038000,ND
R,038011,BOWMAN COUNTY,038000,ND
R,038013,BURKE COUNTY,038000,ND
R,038015,BURLEIGH COUNTY,038000,ND
R,038017,CASS COUNTY,038000,ND
R,038019,CAVALIER COUNTY,038000,ND
R,038021,DICKEY COUNTY,038000,ND
R,038023,DIVIDE COUNTY,038000,ND
R,038025,DUNN COUNTY,038000,ND
R,038027,EDDY COUNTY,038000,ND
R,038029,EMMONS COUNTY,038000,ND
R,038031,FOSTER COUNTY,038000,ND
R,038033,GOLDEN VALLEY COUNTY,038000,ND
R,038035,GRAND FORKS COUNTY,038000,ND
R,038037,GRANT COUNTY,038000,ND
R,038039,GRIGGS COUNTY,038000,ND
R,038041,HETTINGER COUNTY,038000,ND
R,038043,KIDDER COUNTY,038000,ND
R,038045,LAMOURE COUNTY,038000,ND
R,038047,LOGAN COUNTY,038000,ND
R,038049,MCHENRY COUNTY,038000,ND
R,038051,MCINTOSH COUNTY,038000,ND
R,038053,MCKENZIE COUNTY,038000,ND
R,038055,MCLEAN COUNTY,038000,ND
R,038057,MERCER COUNTY,038000,ND
R,038059,MORTON COUNTY,038000,ND
R,038061,MOUNTRAIL COUNTY,038000,ND
R,038063,NELSON COUNTY,038000,ND
R,038065,OLIVER COUNTY,038000,ND
R,038067,PEMBINA COUNTY,038000,ND
R,038069,PIERCE COUNTY,038000,ND
R,038071,RAMSEY COUNTY,038000,ND
D,038073,RANSOM COUNTY,038000,ND
R,038075,RENVILLE COUNTY,038000,ND
R,038077,RICHLAND COUNTY,038000,ND
D,038079,ROLETTE COUNTY,038000,ND
D,038081,SARGENT COUNTY,038000,ND
R,038083,SHERIDAN COUNTY,038000,ND
D,038085,SIOUX COUNTY,038000,ND
R,038087,SLOPE COUNTY,038000,ND
R,038089,STARK COUNTY,038000,ND
D,038091,STEELE COUNTY,038000,ND
R,038093,STUTSMAN COUNTY,038000,ND
R,038095,TOWNER COUNTY,038000,ND
R,038097,TRAILL COUNTY,038000,ND
R,038099,WALSH COUNTY,038000,ND
R,038101,WARD COUNTY,038000,ND
R,038103,WELLS COUNTY,038000,ND
R,038105,WILLIAMS COUNTY,038000,ND
R,039001,ADAMS COUNTY,039000,OH
R,039003,ALLEN COUNTY,039000,OH
R,039005,ASHLAND COUNTY,039000,OH
R,039007,ASHTABULA COUNTY,039000,OH
D,039009,ATHENS COUNTY,039000,OH
R,039011,AUGLAIZE COUNTY,039000,OH
D,039013,BELMONT COUNTY,039000,OH
R,039015,BROWN COUNTY,039000,OH
R,039017,BUTLER COUNTY,039000,OH
R,039019,CARROLL COUNTY,039000,OH
R,039021,CHAMPAIGN COUNTY,039000,OH
R,039023,CLARK COUNTY,039000,OH
R,039025,CLERMONT COUNTY,039000,OH
R,039027,CLINTON COUNTY,039000,OH
R,039029,COLUMBIANA COUNTY,039000,OH
R,039031,COSHOCTON COUNTY,039000,OH
R,039033,CRAWFORD COUNTY,039000,OH
D,039035,CUYAHOGA COUNTY,039000,OH
R,039037,DARKE COUNTY,039000,OH
R,039039,DEFIANCE COUNTY,039000,OH
R,039041,DELAWARE COUNTY,039000,OH
R,039043,ERIE COUNTY,039000,OH
R,039045,FAIRFIELD COUNTY,039000,OH
R,039047,FAYETTE COUNTY,039000,OH
D,039049,FRANKLIN COUNTY,039000,OH
R,039051,FULTON COUNTY,039000,OH
R,039053,GALLIA COUNTY,039000,OH
R,039055,GEAUGA COUNTY,039000,OH
R,039057,GREENE COUNTY,039000,OH
R,039059,GUERNSEY COUNTY,039000,OH
D,039061,HAMILTON COUNTY,039000,OH
R,039063,HANCOCK COUNTY,039000,OH
R,039065,HARDIN COUNTY,039000,OH
R,039067,HARRISON COUNTY,039000,OH
R,039069,HENRY COUNTY,039000,OH
R,039071,HIGHLAND COUNTY,039000,OH
R,039073,HOCKING COUNTY,039000,OH
R,039075,HOLMES COUNTY,039000,OH
R,039077,HURON COUNTY,039000,OH
R,039079,JACKSON COUNTY,039000,OH
R,039081,JEFFERSON COUNTY,039000,OH
R,039083,KNOX COUNTY,039000,OH
R,039085,LAKE COUNTY,039000,OH
R,039087,LAWRENCE COUNTY,039000,OH
R,039089,LICKING COUNTY,039000,OH
R,039091,LOGAN COUNTY,039000,OH
D,039093,LORAIN COUNTY,039000,OH
D,039095,LUCAS COUNTY,039000,OH
R,039097,MADISON COUNTY,039000,OH
D,039099,MAHONING COUNTY,039000,OH
R,039101,MARION COUNTY,039000,OH
R,039103,MEDINA COUNTY,039000,OH
R,039105,MEIGS COUNTY,039000,OH
R,039107,MERCER COUNTY,039000,OH
R,039109,MIAMI COUNTY,039000,OH
R,039111,MONROE COUNTY,039000,OH
D,039113,MONTGOMERY COUNTY,039000,OH
R,039115,MORGAN COUNTY,039000,OH
R,039117,MORROW COUNTY,039000,OH
R,039119,MUSKINGUM COUNTY,039000,OH
R,039121,NOBLE COUNTY,039000,OH
D,039123,OTTAWA COUNTY,039000,OH
R,039125,PAULDING COUNTY,039000,OH
R,039127,PERRY COUNTY,039000,OH
R,039129,PICKAWAY COUNTY,039000,OH
R,039131,PIKE COUNTY,039000,OH
D,039133,PORTAGE COUNTY,039000,OH
R,039135,PREBLE COUNTY,039000,OH
R,039137,PUTNAM COUNTY,039000,OH
R,039139,RICHLAND COUNTY,039000,OH
R,039141,ROSS COUNTY,039000,OH
R,039143,SANDUSKY COUNTY,039000,OH
R,039145,SCIOTO COUNTY,039000,OH
R,039147,SENECA COUNTY,039000,OH
R,039149,SHELBY COUNTY,039000,OH
D,039151,STARK COUNTY,039000,OH
D,039153,SUMMIT COUNTY,039000,OH
D,039155,TRUMBULL COUNTY,039000,OH
R,039157,TUSCARAWAS COUNTY,039000,OH
R,039159,UNION COUNTY,039000,OH
R,039161,VAN WERT COUNTY,039000,OH
R,039163,VINTON COUNTY,039000,OH
R,039165,WARREN COUNTY,039000,OH
R,039167,WASHINGTON COUNTY,039000,OH
R,039169,WAYNE COUNTY,039000,OH
R,039171,WILLIAMS COUNTY,039000,OH
D,039173,WOOD COUNTY,039000,OH
R,039175,WYANDOT COUNTY,039000,OH
R,040001,ADAIR COUNTY,040000,OK
R,040003,ALFALFA COUNTY,040000,OK
R,040005,ATOKA COUNTY,040000,OK
R,040007,BEAVER COUNTY,040000,OK
R,040009,BECKHAM COUNTY,040000,OK
R,040011,BLAINE COUNTY,040000,OK
R,040013,BRYAN COUNTY,040000,OK
R,040015,CADDO COUNTY,040000,OK
R,040017,CANADIAN COUNTY,040000,OK
R,040019,CARTER COUNTY,040000,OK
R,040021,CHEROKEE COUNTY,040000,OK
R,040023,CHOCTAW COUNTY,040000,OK
R,040025,CIMARRON COUNTY,040000,OK
R,040027,CLEVELAND COUNTY,040000,OK
R,040029,COAL COUNTY,040000,OK
R,040031,COMANCHE COUNTY,040000,OK
R,040033,COTTON COUNTY,040000,OK
R,040035,CRAIG COUNTY,040000,OK
R,040037,CREEK COUNTY,040000,OK
R,040039,CUSTER COUNTY,040000,OK
R,040041,DELAWARE COUNTY,040000,OK
R,040043,DEWEY COUNTY,040000,OK
R,040045,ELLIS COUNTY,040000,OK
R,040047,GARFIELD COUNTY,040000,OK
R,040049,GARVIN COUNTY,040000,OK
R,040051,GRADY COUNTY,040000,OK
R,040053,GRANT COUNTY,040000,OK
R,040055,GREER COUNTY,040000,OK
R,040057,HARMON COUNTY,040000,OK
R,040059,HARPER COUNTY,040000,OK
R,040061,HASKELL COUNTY,040000,OK
R,040063,HUGHES COUNTY,040000,OK
R,040065,JACKSON COUNTY,040000,OK
R,040067,JEFFERSON COUNTY,040000,OK
R,040069,JOHNSTON COUNTY,040000,OK
R,040071,KAY COUNTY,040000,OK
R,040073,KINGFISHER COUNTY,040000,OK
R,040075,KIOWA COUNTY,040000,OK
R,040077,LATIMER COUNTY,040000,OK
R,040079,LE FLORE COUNTY,040000,OK
R,040081,LINCOLN COUNTY,040000,OK
R,040083,LOGAN COUNTY,040000,OK
R,040085,LOVE COUNTY,040000,OK
R,040087,MCCLAIN COUNTY,040000,OK
R,040089,MCCURTAIN COUNTY,040000,OK
R,040091,MCINTOSH COUNTY,040000,OK
R,040093,MAJOR COUNTY,040000,OK
R,040095,MARSHALL COUNTY,040000,OK
R,040097,MAYES COUNTY,040000,OK
R,040099,MURRAY COUNTY,040000,OK
R,040101,MUSKOGEE COUNTY,040000,OK
R,040103,NOBLE COUNTY,040000,OK
R,040105,NOWATA COUNTY,040000,OK
R,040107,OKFUSKEE COUNTY,040000,OK
R,040109,OKLAHOMA COUNTY,040000,OK
R,040111,OKMULGEE COUNTY,040000,OK
R,040113,OSAGE COUNTY,040000,OK
R,040115,OTTAWA COUNTY,040000,OK
R,040117,PAWNEE COUNTY,040000,OK
R,040119,PAYNE COUNTY,040000,OK
R,040121,PITTSBURG COUNTY,040000,OK
R,040123,PONTOTOC COUNTY,040000,OK
R,040125,POTTAWATOMIE COUNTY,040000,OK
R,040127,PUSHMATAHA COUNTY,040000,OK
R,040129,ROGER MILLS COUNTY,040000,OK
R,040131,ROGERS COUNTY,040000,OK
R,040133,SEMINOLE COUNTY,040000,OK
R,040135,SEQUOYAH COUNTY,040000,OK
R,040137,STEPHENS COUNTY,040000,OK
R,040139,TEXAS COUNTY,040000,OK
R,040141,TILLMAN COUNTY,040000,OK
R,040143,TULSA COUNTY,040000,OK
R,040145,WAGONER COUNTY,040000,OK
R,040147,WASHINGTON COUNTY,040000,OK
R,040149,WASHITA COUNTY,040000,OK
R,040151,WOODS COUNTY,040000,OK
R,040153,WOODWARD COUNTY,040000,OK
R,041001,BAKER COUNTY,041000,OR
D,041003,BENTON COUNTY,041000,OR
D,041005,CLACKAMAS COUNTY,041000,OR
D,041007,CLATSOP COUNTY,041000,OR
D,041009,COLUMBIA COUNTY,041000,OR
R,041011,COOS COUNTY,041000,OR
R,041013,CROOK COUNTY,041000,OR
R,041015,CURRY COUNTY,041000,OR
R,041017,DESCHUTES COUNTY,041000,OR
R,041019,DOUGLAS COUNTY,041000,OR
R,041021,GILLIAM COUNTY,041000,OR
R,041023,GRANT COUNTY,041000,OR
R,041025,HARNEY COUNTY,041000,OR
D,041027,HOOD RIVER COUNTY,041000,OR
R,041029,JACKSON COUNTY,041000,OR
R,041031,JEFFERSON COUNTY,041000,OR
R,041033,JOSEPHINE COUNTY,041000,OR
R,041035,KLAMATH COUNTY,041000,OR
R,041037,LAKE COUNTY,041000,OR
D,041039,LANE COUNTY,041000,OR
D,041041,LINCOLN COUNTY,041000,OR
R,041043,LINN COUNTY,041000,OR
R,041045,MALHEUR COUNTY,041000,OR
R,041047,MARION COUNTY,041000,OR
R,041049,MORROW COUNTY,041000,OR
D,041051,MULTNOMAH COUNTY,041000,OR
R,041053,POLK COUNTY,041000,OR
R,041055,SHERMAN COUNTY,041000,OR
D,041057,TILLAMOOK COUNTY,041000,OR
R,041059,UMATILLA COUNTY,041000,OR
R,041061,UNION COUNTY,041000,OR
R,041063,WALLOWA COUNTY,041000,OR
R,041065,WASCO COUNTY,041000,OR
D,041067,WASHINGTON COUNTY,041000,OR
R,041069,WHEELER COUNTY,041000,OR
R,041071,YAMHILL COUNTY,041000,OR
R,042001,ADAMS COUNTY,042000,PA
D,042003,ALLEGHENY COUNTY,042000,PA
R,042005,ARMSTRONG COUNTY,042000,PA
R,042007,BEAVER COUNTY,042000,PA
R,042009,BEDFORD COUNTY,042000,PA
R,042011,BERKS COUNTY,042000,PA
R,042013,BLAIR COUNTY,042000,PA
R,042015,BRADFORD COUNTY,042000,PA
D,042017,BUCKS COUNTY,042000,PA
R,042019,BUTLER COUNTY,042000,PA
R,042021,CAMBRIA COUNTY,042000,PA
R,042023,CAMERON COUNTY,042000,PA
R,042025,CARBON COUNTY,042000,PA
R,042027,CENTRE COUNTY,042000,PA
R,042029,CHESTER COUNTY,042000,PA
R,042031,CLARION COUNTY,042000,PA
R,042033,CLEARFIELD COUNTY,042000,PA
R,042035,CLINTON COUNTY,042000,PA
R,042037,COLUMBIA COUNTY,042000,PA
R,042039,CRAWFORD COUNTY,042000,PA
R,042041,CUMBERLAND COUNTY,042000,PA
D,042043,DAUPHIN COUNTY,042000,PA
D,042045,DELAWARE COUNTY,042000,PA
R,042047,ELK COUNTY,042000,PA
D,042049,ERIE COUNTY,042000,PA
D,042051,FAYETTE COUNTY,042000,PA
R,042053,FOREST COUNTY,042000,PA
R,042055,FRANKLIN COUNTY,042000,PA
R,042057,FULTON COUNTY,042000,PA
R,042059,GREENE COUNTY,042000,PA
R,042061,HUNTINGDON COUNTY,042000,PA
R,042063,INDIANA COUNTY,042000,PA
R,042065,JEFFERSON COUNTY,042000,PA
R,042067,JUNIATA COUNTY,042000,PA
D,042069,LACKAWANNA COUNTY,042000,PA
R,042071,LANCASTER COUNTY,042000,PA
R,042073,LAWRENCE COUNTY,042000,PA
R,042075,LEBANON COUNTY,042000,PA
D,042077,LEHIGH COUNTY,042000,PA
D,042079,LUZERNE COUNTY,042000,PA
R,042081,LYCOMING COUNTY,042000,PA
R,042083,MCKEAN COUNTY,042000,PA
R,042085,MERCER COUNTY,042000,PA
R,042087,MIFFLIN COUNTY,042000,PA
D,042089,MONROE COUNTY,042000,PA
D,042091,MONTGOMERY COUNTY,042000,PA
R,042093,MONTOUR COUNTY,042000,PA
R,042095,NORTHAMPTON COUNTY,042000,PA
R,042097,NORTHUMBERLAND COUNTY,042000,PA
R,042099,PERRY COUNTY,042000,PA
D,042101,PHILADELPHIA COUNTY,042000,PA
R,042103,PIKE COUNTY,042000,PA
R,042105,POTTER COUNTY,042000,PA
R,042107,SCHUYLKILL COUNTY,042000,PA
R,042109,SNYDER COUNTY,042000,PA
R,042111,SOMERSET COUNTY,042000,PA
R,042113,SULLIVAN COUNTY,042000,PA
R,042115,SUSQUEHANNA COUNTY,042000,PA
R,042117,TIOGA COUNTY,042000,PA
R,042119,UNION COUNTY,042000,PA
R,042121,VENANGO COUNTY,042000,PA
R,042123,WARREN COUNTY,042000,PA
R,042125,WASHINGTON COUNTY,042000,PA
R,042127,WAYNE COUNTY,042000,PA
R,042129,WESTMORELAND COUNTY,042000,PA
R,042131,WYOMING COUNTY,042000,PA
R,042133,YORK COUNTY,042000,PA
D,044001,BRISTOL COUNTY,044000,RI
D,044003,KENT COUNTY,044000,RI
D,044005,NEWPORT COUNTY,044000,RI
D,044007,PROVIDENCE COUNTY,044000,RI
D,044009,WASHINGTON COUNTY,044000,RI
R,045001,ABBEVILLE COUNTY,045000,SC
R,045003,AIKEN COUNTY,045000,SC
D,045005,ALLENDALE COUNTY,045000,SC
R,045007,ANDERSON COUNTY,045000,SC
D,045009,BAMBERG COUNTY,045000,SC
D,045011,BARNWELL COUNTY,045000,SC
R,045013,BEAUFORT COUNTY,045000,SC
R,045015,BERKELEY COUNTY,045000,SC
D,045017,CALHOUN COUNTY,045000,SC
D,045019,CHARLESTON COUNTY,045000,SC
R,045021,CHEROKEE COUNTY,045000,SC
D,045023,CHESTER COUNTY,045000,SC
R,045025,CHESTERFIELD COUNTY,045000,SC
D,045027,CLARENDON COUNTY,045000,SC
D,045029,COLLETON COUNTY,045000,SC
R,045031,DARLINGTON COUNTY,045000,SC
D,045033,DILLON COUNTY,045000,SC
R,045035,DORCHESTER COUNTY,045000,SC
R,045037,EDGEFIELD COUNTY,045000,SC
D,045039,FAIRFIELD COUNTY,045000,SC
R,045041,FLORENCE COUNTY,045000,SC
R,045043,GEORGETOWN COUNTY,045000,SC
R,045045,GREENVILLE COUNTY,045000,SC
R,045047,GREENWOOD COUNTY,045000,SC
D,045049,HAMPTON COUNTY,045000,SC
R,045051,HORRY COUNTY,045000,SC
D,045053,JASPER COUNTY,045000,SC
R,045055,KERSHAW COUNTY,045000,SC
R,045057,LANCASTER COUNTY,045000,SC
R,045059,LAURENS COUNTY,045000,SC
D,045061,LEE COUNTY,045000,SC
R,045063,LEXINGTON COUNTY,045000,SC
D,045065,MCCORMICK COUNTY,045000,SC
D,045067,MARION COUNTY,045000,SC
D,045069,MARLBORO COUNTY,045000,SC
R,045071,NEWBERRY COUNTY,045000,SC
R,045073,OCONEE COUNTY,045000,SC
D,045075,ORANGEBURG COUNTY,045000,SC
R,045077,PICKENS COUNTY,045000,SC
D,045079,RICHLAND COUNTY,045000,SC
R,045081,SALUDA COUNTY,045000,SC
R,045083,SPARTANBURG COUNTY,045000,SC
R,045085,SUMTER COUNTY,045000,SC
R,045087,UNION COUNTY,045000,SC
D,045089,WILLIAMSBURG COUNTY,045000,SC
R,045091,YORK COUNTY,045000,SC
R,046003,AURORA COUNTY,046000,SD
R,046005,BEADLE COUNTY,046000,SD
R,046007,BENNETT COUNTY,046000,SD
R,046009,BON HOMME COUNTY,046000,SD
R,046011,BROOKINGS COUNTY,046000,SD
R,046013,BROWN COUNTY,046000,SD
R,046015,BRULE COUNTY,046000,SD
D,046017,BUFFALO COUNTY,046000,SD
R,046019,BUTTE COUNTY,046000,SD
R,046021,CAMPBELL COUNTY,046000,SD
R,046023,CHARLES MIX COUNTY,046000,SD
R,046025,CLARK COUNTY,046000,SD
D,046027,CLAY COUNTY,046000,SD
R,046029,CODINGTON COUNTY,046000,SD
R,046031,CORSON COUNTY,046000,SD
R,046033,CUSTER COUNTY,046000,SD
R,046035,DAVISON COUNTY,046000,SD
D,046037,DAY COUNTY,046000,SD
R,046039,DEUEL COUNTY,046000,SD
D,046041,DEWEY COUNTY,046000,SD
R,046043,DOUGLAS COUNTY,046000,SD
R,046045,EDMUNDS COUNTY,046000,SD
R,046047,FALL RIVER COUNTY,046000,SD
R,046049,FAULK COUNTY,046000,SD
R,046051,GRANT COUNTY,046000,SD
R,046053,GREGORY COUNTY,046000,SD
R,046055,HAAKON COUNTY,046000,SD
R,046057,HAMLIN COUNTY,046000,SD
R,046059,HAND COUNTY,046000,SD
R,046061,HANSON COUNTY,046000,SD
R,046063,HARDING COUNTY,046000,SD
R,046065,HUGHES COUNTY,046000,SD
R,046067,HUTCHINSON COUNTY,046000,SD
R,046069,HYDE COUNTY,046000,SD
R,046071,JACKSON COUNTY,046000,SD
R,046073,JERAULD COUNTY,046000,SD
R,046075,JONES COUNTY,046000,SD
R,046077,KINGSBURY COUNTY,046000,SD
R,046079,LAKE COUNTY,046000,SD
R,046081,LAWRENCE COUNTY,046000,SD
R,046083,LINCOLN COUNTY,046000,SD
R,046085,LYMAN COUNTY,046000,SD
R,046087,MCCOOK COUNTY,046000,SD
R,046089,MCPHERSON COUNTY,046000,SD
D,046091,MARSHALL COUNTY,046000,SD
R,046093,MEADE COUNTY,046000,SD
R,046095,MELLETTE COUNTY,046000,SD
R,046097,MINER COUNTY,046000,SD
R,046099,MINNEHAHA COUNTY,046000,SD
R,046101,MOODY COUNTY,046000,SD
R,046103,PENNINGTON COUNTY,046000,SD
R,046105,PERKINS COUNTY,046000,SD
R,046107,POTTER COUNTY,046000,SD
D,046109,ROBERTS COUNTY,046000,SD
R,046111,SANBORN COUNTY,046000,SD
R,046115,SPINK COUNTY,046000,SD
R,046117,STANLEY COUNTY,046000,SD
R,046119,SULLY COUNTY,046000,SD
D,046121,TODD COUNTY,046000,SD
R,046123,TRIPP COUNTY,046000,SD
R,046125,TURNER COUNTY,046000,SD
R,046127,UNION COUNTY,046000,SD
R,046129,WALWORTH COUNTY,046000,SD
R,046135,YANKTON COUNTY,046000,SD
D,046137,ZIEBACH COUNTY,046000,SD
R,047001,ANDERSON COUNTY,047000,TN
R,047003,BEDFORD COUNTY,047000,TN
R,047005,BENTON COUNTY,047000,TN
R,047007,BLEDSOE COUNTY,047000,TN
R,047009,BLOUNT COUNTY,047000,TN
R,047011,BRADLEY COUNTY,047000,TN
R,047013,CAMPBELL COUNTY,047000,TN
R,047015,CANNON COUNTY,047000,TN
R,047017,CARROLL COUNTY,047000,TN
R,047019,CARTER COUNTY,047000,TN
R,047021,CHEATHAM COUNTY,047000,TN
R,047023,CHESTER COUNTY,047000,TN
R,047025,CLAIBORNE COUNTY,047000,TN
R,047027,CLAY COUNTY,047000,TN
R,047029,COCKE COUNTY,047000,TN
R,047031,COFFEE COUNTY,047000,TN
R,047033,CROCKETT COUNTY,047000,TN
R,047035,CUMBERLAND COUNTY,047000,TN
D,047037,DAVIDSON COUNTY,047000,TN
R,047039,DECATUR COUNTY,047000,TN
R,047041,DEKALB COUNTY,047000,TN
R,047043,DICKSON COUNTY,047000,TN
R,047045,DYER COUNTY,047000,TN
R,047047,FAYETTE COUNTY,047000,TN
R,047049,FENTRESS COUNTY,047000,TN
R,047051,FRANKLIN COUNTY,047000,TN
R,047053,GIBSON COUNTY,047000,TN
R,047055,GILES COUNTY,047000,TN
R,047057,GRAINGER COUNTY,047000,TN
R,047059,GREENE COUNTY,047000,TN
R,047061,GRUNDY COUNTY,047000,TN
R,047063,HAMBLEN COUNTY,047000,TN
R,047065,HAMILTON COUNTY,047000,TN
R,047067,HANCOCK COUNTY,047000,TN
R,047069,HARDEMAN COUNTY,047000,TN
R,047071,HARDIN COUNTY,047000,TN
R,047073,HAWKINS COUNTY,047000,TN
D,047075,HAYWOOD COUNTY,047000,TN
R,047077,HENDERSON COUNTY,047000,TN
R,047079,HENRY COUNTY,047000,TN
R,047081,HICKMAN COUNTY,047000,TN
R,047083,HOUSTON COUNTY,047000,TN
R,047085,HUMPHREYS COUNTY,047000,TN
R,047087,JACKSON COUNTY,047000,TN
R,047089,JEFFERSON COUNTY,047000,TN
R,047091,JOHNSON COUNTY,047000,TN
R,047093,KNOX COUNTY,047000,TN
R,047095,LAKE COUNTY,047000,TN
R,047097,LAUDERDALE COUNTY,047000,TN
R,047099,LAWRENCE COUNTY,047000,TN
R,047101,LEWIS COUNTY,047000,TN
R,047103,LINCOLN COUNTY,047000,TN
R,047105,LOUDON COUNTY,047000,TN
R,047107,MCMINN COUNTY,047000,TN
R,047109,MCNAIRY COUNTY,047000,TN
R,047111,MACON COUNTY,047000,TN
R,047113,MADISON COUNTY,047000,TN
R,047115,MARION COUNTY,047000,TN
R,047117,MARSHALL COUNTY,047000,TN
R,047119,MAURY COUNTY,047000,TN
R,047121,MEIGS COUNTY,047000,TN
R,047123,MONROE COUNTY,047000,TN
R,047125,MONTGOMERY COUNTY,047000,TN
R,047127,MOORE COUNTY,047000,TN
R,047129,MORGAN COUNTY,047000,TN
R,047131,OBION COUNTY,047000,TN
R,047133,OVERTON COUNTY,047000,TN
R,047135,PERRY COUNTY,047000,TN
R,047137,PICKETT COUNTY,047000,TN
R,047139,POLK COUNTY,047000,TN
